Male,Single,Age,amount_3month,max_amount_3month,min_amount_3month,distinct_payment_code_3month,count_payment_code_3month,distinct_trans_group_3month,distinct_ref_no_3month,Incredible
1,1,34.0,155.6703,600.0,0.177,3.0,12.0,3.0,60.0,0
0,1,19.0,0.00263,0.04,0.118,0.0,0.0,1.0,1.0,0
1,1,28.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,33.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,1,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0,49.0,39.4492,600.0,1774.7279,0.0,0.0,2.0,2.0,0
1,1,28.0,23.3825,160.0,0.296,3.0,11.0,3.0,32.0,0
1,1,19.0,5.71,20.0,0.0592,1.0,2.0,4.0,10.0,0
1,1,26.0,931.4102,600.0,1.1800000000000002,1.0,7.0,3.0,170.0,1
1,0,47.0,3.76,18.0,0.347,0.0,0.0,3.0,6.0,0
1,0,50.0,3.91,28.0,0.296,1.0,4.0,2.0,9.0,0
1,0,34.0,6.8,24.0,0.118,3.0,8.0,3.0,26.0,0
1,0,38.0,27.6611,40.0,0.592,2.0,3.0,2.0,169.0,1
0,1,26.0,40.168,40.0,0.296,3.0,14.0,3.0,125.0,0
1,1,28.0,0.00657,0.06,0.118,1.0,2.0,1.0,2.0,0
1,0,42.0,26.1671,78.0,0.0592,1.0,21.0,3.0,42.0,1
1,1,45.0,5.76,59.99999999999999,0.0592,2.0,2.0,3.0,10.0,0
1,1,24.0,20.4262,152.0,0.0592,1.0,4.0,3.0,23.0,0
1,1,30.0,10.759,76.0,0.296,1.0,5.0,4.0,23.0,0
1,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,0,36.0,28.3021,102.0,0.7689999999999999,0.0,0.0,2.0,19.0,0
0,0,32.0,3.02,16.0,0.296,1.0,2.0,3.0,18.0,1
0,1,28.0,17.6845,100.0,0.0592,1.0,24.0,4.0,44.0,0
1,1,21.0,2.16,9.9,0.0592,1.0,15.0,3.0,34.0,0
0,1,28.0,6.880000000000001,14.999999999999998,0.0592,0.0,0.0,4.0,55.0,0
1,1,25.0,4.05,26.0,0.0592,1.0,8.0,3.0,28.0,0
1,1,45.0,87.7394,1000.0,0.0592,2.0,2.0,3.0,18.0,1
0,1,35.0,31.654300000000003,96.9747,0.651,2.0,5.0,3.0,34.0,0
1,1,39.0,0.4539999999999999,6.9,20.4094,0.0,0.0,2.0,5.0,1
1,0,32.0,31.8476,140.0,0.296,2.0,5.0,2.0,69.0,0
1,0,33.0,38.6948,220.0,1.89,0.0,0.0,3.0,32.0,0
1,1,41.0,5.88,18.0,0.0592,1.0,8.0,3.0,55.0,0
1,1,21.0,0.0263,0.3999999999999999,1.1800000000000002,0.0,0.0,1.0,1.0,0
0,1,21.0,1.52,3.8,0.118,1.0,6.0,3.0,27.0,0
1,1,51.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
1,1,28.0,2.1,13.999999999999998,0.0592,1.0,8.0,3.0,22.0,0
1,1,29.0,509.9488,600.0,0.118,1.0,4.0,4.0,254.0,1
0,0,32.0,3.0700000000000003,10.0,0.296,0.0,0.0,2.0,13.0,0
1,1,29.0,1.81,27.5,81.3417,0.0,0.0,1.0,1.0,0
0,1,38.0,19.3194,77.1,0.592,0.0,0.0,3.0,29.0,0
1,1,27.0,3.48,22.0,2.96,0.0,0.0,1.0,5.0,0
1,1,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,26.0,33.3247,80.0,0.592,0.0,0.0,2.0,57.0,0
1,0,35.0,1.36,6.4,2.07,0.0,0.0,1.0,5.0,1
1,1,25.0,0.986,14.999999999999998,44.3682,0.0,0.0,1.0,1.0,0
1,1,23.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,30.0,1.1800000000000002,11.0,0.177,1.0,5.0,2.0,11.0,0
0,1,31.0,1.14,5.67,0.118,2.0,17.0,2.0,21.0,0
0,0,29.0,7.729999999999999,30.0,0.118,1.0,7.0,3.0,27.0,0
0,0,24.0,33.2132,400.0,0.0592,4.0,16.0,3.0,44.0,0
0,1,37.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,1,25.0,0.586,2.0,0.296,1.0,5.0,3.0,13.0,0
0,1,17.0,0.479,2.0,0.0592,1.0,6.0,3.0,32.0,0
1,1,35.0,26.2994,200.0,591.576,0.0,0.0,2.0,2.0,0
1,1,29.0,5.95,16.0,0.296,1.0,4.0,3.0,22.0,1
1,1,34.0,311.2841,600.0,2.96,2.0,8.0,3.0,97.0,0
0,0,29.0,10.5632,40.0,0.118,1.0,2.0,2.0,64.0,0
1,1,28.0,8.86,50.0,14.1978,0.0,0.0,1.0,7.0,0
0,0,44.0,2.21,13.999999999999998,2.37,0.0,0.0,1.0,7.0,1
1,1,37.0,0.0651,0.1999999999999999,0.237,1.0,5.0,2.0,7.0,0
1,0,36.0,62.7827,266.0,0.177,2.0,6.0,3.0,139.0,1
1,1,30.0,0.145,2.2,6.51,0.0,0.0,1.0,1.0,0
1,1,27.0,9.58,57.86600000000001,0.0769,1.0,4.0,3.0,44.0,1
1,1,23.0,4.08,12.0,0.296,1.0,1.0,4.0,18.0,0
1,1,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
1,1,23.0,1.56,9.0,0.0592,1.0,1.0,3.0,20.0,0
1,1,24.0,1.43,3.4,0.0592,2.0,4.0,3.0,40.0,0
1,1,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,25.0,6.279999999999999,43.9,2.96,0.0,0.0,2.0,10.0,0
0,0,47.0,5.17,26.0,0.296,1.0,5.0,3.0,21.0,0
0,0,34.0,13.8967,32.0248,0.177,4.0,7.0,3.0,41.0,1
1,1,28.0,211.8396,326.0,0.956,1.0,3.0,4.0,74.0,0
1,1,30.0,8.14,50.0,0.177,0.0,0.0,1.0,10.0,0
1,0,36.0,138.366,600.0,0.627,0.0,0.0,4.0,48.0,0
1,0,48.0,24.1928,200.0,1.77,0.0,0.0,2.0,20.0,0
0,1,28.0,5.36,13.999999999999998,0.68,0.0,0.0,3.0,21.0,0
0,1,48.0,0.0051,0.0775,0.229,1.0,1.0,2.0,2.0,0
0,1,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
1,0,43.0,28.3061,149.0,0.0592,1.0,5.0,3.0,31.0,0
1,1,63.0,306.4729,560.0,0.296,1.0,2.0,3.0,52.0,0
1,1,32.0,10.3968,32.0,0.0592,1.0,6.0,3.0,36.0,0
0,1,24.0,2.61,9.0,0.118,2.0,5.0,3.0,13.0,0
1,1,23.0,3.0800000000000005,12.0,0.0592,1.0,1.0,2.0,22.0,0
0,1,26.0,0.789,12.0,35.494600000000005,0.0,0.0,1.0,1.0,0
0,1,34.0,131.9798,789.1211000000001,0.177,1.0,3.0,5.0,86.0,1
1,1,19.0,0.0144999999999999,0.1999999999999999,0.0592,1.0,1.0,3.0,5.0,0
0,0,38.0,4.46,39.6,0.698,0.0,0.0,3.0,11.0,1
0,1,23.0,1.35,18.0,7.689999999999999,0.0,0.0,1.0,2.0,0
1,0,42.0,432.5205,600.0,13.0147,0.0,0.0,1.0,33.0,1
1,1,19.0,0.0130999999999999,0.1999999999999999,0.592,0.0,0.0,1.0,1.0,0
1,1,21.0,3.85,16.42,0.13,0.0,0.0,2.0,44.0,0
1,1,28.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,31.0,0.7989999999999999,1.62,0.118,1.0,11.0,3.0,23.0,0
0,0,29.0,64.9872,310.0,3.37,0.0,0.0,2.0,7.0,0
0,1,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0,30.0,11.3721,79.5,0.118,1.0,2.0,3.0,29.0,0
1,1,45.0,26.083,200.0,3.5500000000000003,0.0,0.0,1.0,14.0,0
1,1,32.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,22.0,0.00657,0.0999999999999999,0.296,0.0,0.0,1.0,1.0,0
1,0,42.0,0.0394,0.1999999999999999,0.296,1.0,4.0,1.0,4.0,0
1,0,30.0,100.9395,179.68,0.296,4.0,10.0,5.0,153.0,1
1,1,26.0,5.28,20.0,0.0592,1.0,12.0,3.0,29.0,1
0,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,52.0,15.868,201.6,0.0592,2.0,22.0,3.0,38.0,0
0,1,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,1,33.0,285.2141,249.9,0.296,1.0,1.0,3.0,158.0,0
1,0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,31.0,82.59609999999999,200.0,0.219,2.0,23.0,5.0,128.0,1
1,1,18.0,6.18,28.0,0.118,1.0,6.0,3.0,26.0,0
1,0,39.0,0.21,3.0,0.296,1.0,2.0,2.0,3.0,1
1,0,41.0,4.08,22.8,1.1800000000000002,1.0,1.0,2.0,4.0,0
0,1,24.0,5.33,13.999999999999998,0.0592,1.0,12.0,3.0,52.0,0
1,1,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,18.0,0.00526,0.04,0.118,1.0,2.0,1.0,2.0,0
1,1,26.0,24.599300000000003,64.0,0.0592,1.0,3.0,3.0,77.0,0
1,1,30.0,0.0325,0.124,0.366,1.0,4.0,1.0,4.0,0
1,1,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,1,28.0,0.217,2.0,0.296,1.0,5.0,2.0,7.0,0
0,1,21.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
1,1,36.0,326.7124,143.8,0.296,0.0,0.0,3.0,326.0,0
1,1,27.0,3.16,16.0,0.0592,2.0,3.0,4.0,10.0,0
1,1,31.0,12.9533,100.0,0.592,1.0,1.0,3.0,29.0,0
1,0,47.0,8.040000000000001,40.0,0.296,3.0,6.0,3.0,28.0,0
1,0,33.0,10.6233,61.0,0.592,2.0,3.0,2.0,16.0,1
0,1,34.0,25.3228,112.0,0.592,1.0,2.0,3.0,34.0,0
1,1,22.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
0,0,40.0,0.00657,0.0999999999999999,0.296,1.0,1.0,1.0,1.0,0
1,1,39.0,1.03,6.0,0.592,1.0,5.0,3.0,9.0,1
1,0,41.0,1.34,12.999999999999998,4.73,0.0,0.0,2.0,4.0,0
0,1,29.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,1,38.0,0.00657,0.0999999999999999,0.296,0.0,0.0,2.0,3.0,0
0,1,26.0,6.87,10.0,0.118,1.0,2.0,5.0,70.0,0
1,0,38.0,4.59,40.0,1.1800000000000002,1.0,2.0,3.0,8.0,0
1,1,33.0,13.7315,47.57,0.592,0.0,0.0,2.0,22.0,0
1,1,29.0,69.6262,100.0,0.296,2.0,12.0,3.0,238.0,0
0,0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
1,0,37.0,0.0592,0.7,0.592,1.0,1.0,3.0,3.0,0
1,0,35.0,16.1932,38.0,0.296,0.0,0.0,4.0,45.0,1
0,0,28.0,2.84,4.0,0.592,0.0,0.0,2.0,30.0,0
1,1,22.0,0.2759999999999999,3.0,3.5500000000000003,0.0,0.0,1.0,2.0,0
0,1,24.0,1.33,3.05,0.592,0.0,0.0,2.0,19.0,0
1,0,49.0,2.0,30.0,0.177,1.0,4.0,2.0,5.0,0
1,0,42.0,3.05,4.6,0.296,1.0,1.0,3.0,28.0,0
1,0,28.0,14.7699,100.0,0.118,2.0,2.0,3.0,15.0,0
1,1,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,39.0,1.03,8.799999999999999,1.42,0.0,0.0,1.0,4.0,0
1,1,19.0,0.00394,0.06,0.177,1.0,1.0,2.0,4.0,0
1,0,27.0,14.5788,40.0,0.296,2.0,11.0,3.0,38.0,1
1,1,37.0,37.652,59.99999999999999,0.0592,2.0,19.0,2.0,53.0,1
1,1,37.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0
1,0,30.0,9.6,58.0,0.296,1.0,7.0,3.0,26.0,1
1,0,32.0,29.3542,150.0,0.887,0.0,0.0,2.0,72.0,1
0,0,46.0,2.67,10.0,0.118,1.0,2.0,4.0,20.0,0
1,1,21.0,9.82,25.8,0.0592,1.0,11.0,3.0,79.0,0
1,1,25.0,0.203,1.08,0.0937,0.0,0.0,1.0,4.0,1
1,1,19.0,0.00394,0.06,0.177,1.0,1.0,2.0,2.0,0
1,0,56.0,2.03,7.6,1.1800000000000002,1.0,6.0,3.0,13.0,0
0,1,28.0,50.54089999999999,100.0,0.592,0.0,0.0,2.0,28.0,0
1,1,29.0,2.69,8.0,0.296,1.0,5.0,3.0,21.0,1
1,1,29.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,25.0,214.2605,100.0,0.0592,2.0,19.0,3.0,274.0,0
1,0,21.0,2.61,8.0,0.592,1.0,4.0,3.0,24.0,0
1,0,29.0,46.987,100.0,0.237,5.0,24.0,4.0,131.0,1
1,1,30.0,1.39,15.5736,16.505,0.0,0.0,1.0,2.0,0
1,1,28.0,43.6838,82.0,0.118,1.0,5.0,3.0,201.0,0
1,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,31.0,19.6904,140.0,0.296,0.0,0.0,2.0,11.0,0
1,0,29.0,1.1800000000000002,3.0,0.296,1.0,6.0,2.0,14.0,0
1,1,29.0,1058.8803,500.0,0.0592,1.0,2.0,3.0,442.0,0
1,1,19.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
0,0,35.0,697.6587000000001,600.0,2.96,0.0,0.0,1.0,55.0,0
0,1,25.0,5.24,10.0,0.0592,2.0,8.0,4.0,32.0,0
0,1,36.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0,42.0,14.4683,30.0,0.0592,2.0,4.0,3.0,52.0,0
1,1,24.0,0.322,2.0,0.296,1.0,1.0,2.0,7.0,0
1,1,33.0,136.7741,400.0,0.0887,4.0,11.0,4.0,118.0,1
1,1,39.0,56.3596,194.0,1.1800000000000002,1.0,2.0,2.0,25.0,0
1,1,45.0,159.0635,600.0,1.77,1.0,2.0,4.0,38.0,0
1,1,25.0,7.169999999999999,20.0,0.118,1.0,7.0,4.0,40.0,0
0,1,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,0,43.0,391.6402000000001,1000.0,0.473,0.0,0.0,4.0,97.0,1
1,1,21.0,14.299,20.0,0.0592,1.0,6.0,2.0,74.0,0
1,0,52.0,0.657,6.0,11.8315,0.0,0.0,1.0,2.0,1
0,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,32.0,1.2,10.0,0.0592,1.0,4.0,3.0,9.0,0
0,0,36.0,10.1015,58.0,0.118,2.0,17.0,3.0,33.0,0
0,1,43.0,0.0393,0.314,0.839,1.0,2.0,1.0,2.0,1
1,0,32.0,46.947,120.0,0.0706,1.0,1.0,3.0,45.0,1
1,0,26.0,6.2,24.0,0.0592,1.0,13.0,3.0,34.0,0
1,0,35.0,733.807,1002.8767,1.1800000000000002,1.0,3.0,3.0,82.0,1
1,1,22.0,0.0197,0.1999999999999999,0.296,1.0,1.0,2.0,2.0,0
0,1,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,0,49.0,12.138,114.23,0.592,1.0,3.0,4.0,22.0,0
1,0,23.0,1.71,8.0,0.0592,1.0,13.0,3.0,23.0,0
1,1,29.0,0.1919999999999999,1.0,0.237,0.0,0.0,2.0,9.0,0
0,0,37.0,44.6917,100.2899,0.0592,2.0,8.0,4.0,58.0,1
1,0,28.0,4.42,10.0,0.7689999999999999,0.0,0.0,2.0,27.0,0
0,0,38.0,9.2,49.8,0.296,4.0,14.0,3.0,23.0,0
1,0,35.0,5.63,29.4,0.296,1.0,7.0,3.0,23.0,0
1,0,55.0,2.64,16.0,0.118,1.0,3.0,2.0,7.0,0
1,1,27.0,0.252,2.9,1.1800000000000002,0.0,0.0,1.0,3.0,0
1,1,26.0,0.256,3.0,0.118,1.0,2.0,2.0,4.0,0
1,1,28.0,237.8172,600.0,0.592,1.0,1.0,3.0,126.0,1
1,1,32.0,4.65,20.0,2.37,0.0,0.0,1.0,7.0,0
0,0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0,30.0,212.2921,600.0,1.1800000000000002,0.0,0.0,2.0,54.0,0
1,1,22.0,2.29,29.980000000000004,0.148,0.0,0.0,2.0,12.0,0
0,1,45.0,0.0684,1.04,3.0800000000000005,1.0,1.0,1.0,1.0,0
1,1,26.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0
0,0,32.0,4.04,15.2968,0.237,0.0,0.0,2.0,10.0,0
1,1,17.0,1.63,5.0,0.0592,1.0,16.0,4.0,51.0,0
1,1,28.0,2.49,20.0,0.592,1.0,2.0,2.0,10.0,0
0,0,37.0,186.7622,600.0,0.0592,3.0,6.0,3.0,44.0,1
1,1,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,1,24.0,0.807,5.0,0.0592,1.0,10.0,2.0,18.0,0
1,1,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0,23.0,38.591,72.0,0.118,1.0,9.0,4.0,98.0,0
1,1,24.0,0.179,0.66,0.0592,1.0,10.0,2.0,18.0,0
1,0,27.0,7.44,20.0,0.177,0.0,0.0,3.0,46.0,0
1,0,68.0,144.6495,600.0,0.118,0.0,0.0,1.0,6.0,0
0,0,39.0,9.79,29.0,0.0592,1.0,2.0,3.0,16.0,1
0,0,36.0,337.1667,800.0,0.177,0.0,0.0,5.0,120.0,1
0,1,30.0,0.882,3.4,0.0592,0.0,0.0,2.0,7.0,0
0,0,50.0,59.204600000000006,140.0,0.0592,2.0,14.0,3.0,39.0,0
1,0,49.0,3.4,16.0,0.296,1.0,3.0,2.0,12.0,0
1,0,40.0,1.7499999999999998,24.0,1.04,3.0,4.0,2.0,5.0,0
1,1,33.0,95.0005,600.0,0.452,3.0,3.0,3.0,15.0,1
0,1,19.0,0.0144999999999999,0.0999999999999999,0.0592,1.0,4.0,1.0,4.0,0
0,0,45.0,1.29,19.61,58.004,0.0,0.0,1.0,1.0,0
1,1,26.0,2.25,10.0,1.1800000000000002,0.0,0.0,1.0,11.0,0
1,0,41.0,29.0604,230.652,0.296,1.0,4.0,3.0,34.0,0
1,1,30.0,6.49,10.0,0.0592,0.0,0.0,2.0,38.0,1
1,0,37.0,4.33,38.0,0.366,2.0,3.0,3.0,9.0,1
1,0,43.0,0.305,4.0,0.118,1.0,1.0,2.0,4.0,1
0,1,32.0,94.5188,180.0,0.592,0.0,0.0,2.0,83.0,0
1,1,28.0,8.41,24.0,0.0592,1.0,11.0,3.0,44.0,1
1,1,54.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
1,0,41.0,3.81,18.0,0.122,1.0,14.0,3.0,25.0,0
0,0,36.0,41.9298,200.0,0.16,1.0,5.0,3.0,44.0,0
1,0,37.0,2.87,7.899999999999999,0.529,4.0,9.0,5.0,27.0,0
0,1,44.0,0.105,1.6,4.73,0.0,0.0,1.0,1.0,0
0,1,38.0,0.0657,1.0,2.96,0.0,0.0,1.0,1.0,0
1,0,41.0,3.03,6.0,0.177,1.0,7.0,3.0,32.0,0
1,1,23.0,3.21,25.2,0.296,1.0,6.0,3.0,25.0,0
0,1,43.0,3.77,31.0,0.296,1.0,1.0,3.0,6.0,0
0,0,35.0,6.24,10.0,0.0592,1.0,1.0,3.0,51.0,0
1,1,40.0,47.9531,600.0,2.96,1.0,1.0,3.0,20.0,0
1,0,38.0,11.8482,29.78,0.592,0.0,0.0,2.0,29.0,0
0,1,21.0,0.975,3.42,0.207,1.0,1.0,3.0,13.0,0
0,1,30.0,76.6022,46.0,0.0592,1.0,45.0,3.0,236.0,0
0,0,24.0,0.103,1.2,1.06,0.0,0.0,1.0,2.0,0
0,0,31.0,1.24,4.78,0.177,0.0,0.0,3.0,25.0,0
1,1,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0,49.0,689.1226,9858.4778,236.6304,0.0,0.0,2.0,4.0,0
1,0,50.0,10.0111,40.0,0.592,1.0,1.0,3.0,20.0,0
0,1,23.0,4.61,8.799999999999999,0.0592,1.0,5.0,5.0,86.0,0
0,0,44.0,0.21,2.0,0.296,0.0,0.0,3.0,5.0,1
1,1,23.0,0.633,2.8200000000000003,0.592,0.0,0.0,2.0,9.0,0
1,0,40.0,0.3289999999999999,4.0,2.96,0.0,0.0,1.0,2.0,1
1,1,20.0,0.0344,0.172,0.118,0.0,0.0,1.0,4.0,0
1,1,45.0,0.3289999999999999,5.0,14.7894,0.0,0.0,1.0,1.0,0
1,0,45.0,31.6579,80.0,0.296,1.0,7.0,3.0,28.0,0
1,1,44.0,1.31,8.0,1.1800000000000002,0.0,0.0,1.0,8.0,0
1,1,20.0,1.49,8.62,0.296,0.0,0.0,2.0,20.0,0
0,0,70.0,13.3212,59.99999999999999,0.296,5.0,13.0,4.0,28.0,0
1,1,26.0,42.2196,280.0,0.2309999999999999,2.0,2.0,3.0,29.0,0
1,1,28.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0,35.0,3.0800000000000005,13.2,0.937,0.0,0.0,1.0,9.0,0
1,1,27.0,7.51,10.9,0.0592,1.0,9.0,5.0,72.0,0
1,0,29.0,151.2914,422.4,8.870000000000001,0.0,0.0,1.0,31.0,0
1,1,27.0,28.059800000000003,33.46,0.0592,1.0,2.0,4.0,74.0,1
0,0,31.0,3.5500000000000003,40.0,5.92,0.0,0.0,3.0,6.0,0
0,1,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,1,31.0,0.489,3.4,0.0592,1.0,5.0,3.0,10.0,0
1,0,31.0,0.00131,0.02,0.0592,1.0,1.0,1.0,1.0,0
0,1,34.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,24.0,2.95,10.0,0.296,1.0,3.0,2.0,14.0,0
0,1,36.0,478.1108,457.0,1.48,0.0,0.0,2.0,77.0,0
1,1,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0,21.0,3.79,23.4,0.0592,1.0,7.0,3.0,24.0,0
0,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,41.0,696.8691,460.0,1.1800000000000002,2.0,7.0,2.0,236.0,0
0,1,38.0,1.81,12.6,0.118,1.0,2.0,3.0,11.0,0
0,0,37.0,286.475,902.6863,0.194,3.0,21.0,4.0,121.0,1
0,1,20.0,0.00131,0.02,0.0592,1.0,1.0,2.0,3.0,0
1,0,31.0,19.7735,210.0,0.0592,1.0,1.0,3.0,6.0,0
1,0,45.0,1274.5148,1000.0,1.42,0.0,0.0,2.0,174.0,0
1,0,47.0,4.36,30.0,0.592,1.0,1.0,3.0,8.0,0
0,1,28.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,0,28.0,52.5562,140.0,0.0592,1.0,6.0,2.0,58.0,1
1,0,34.0,1.73,10.0,0.296,2.0,5.0,2.0,10.0,0
1,1,35.0,35.4317,260.0,2.96,0.0,0.0,2.0,6.0,1
1,0,40.0,14.846,59.99999999999999,5.92,0.0,0.0,2.0,13.0,0
0,1,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,31.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
1,1,34.0,1.74,11.1892,0.0592,1.0,3.0,1.0,6.0,1
1,1,29.0,1.15,6.0,0.0592,1.0,10.0,2.0,16.0,0
1,1,37.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,1,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,1,26.0,19.5997,140.0,0.296,1.0,3.0,3.0,17.0,0
1,0,37.0,5.19,20.2,17.1557,0.0,0.0,2.0,8.0,1
1,1,27.0,14.7724,100.0,0.251,4.0,11.0,3.0,47.0,0
1,1,30.0,46.8445,156.0,0.592,2.0,12.0,3.0,57.0,1
1,0,37.0,3.9,13.999999999999998,0.118,1.0,7.0,2.0,15.0,0
0,0,33.0,2.81,12.596,0.296,4.0,12.0,3.0,25.0,0
0,1,26.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,29.0,39.4767,140.3782,0.592,1.0,3.0,6.0,35.0,0
1,1,23.0,51.2821,59.99999999999999,0.0592,3.0,32.0,3.0,182.0,0
0,0,28.0,12.816999999999998,40.0,2.96,0.0,0.0,2.0,20.0,0
1,1,26.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
1,1,29.0,1.23,10.0,2.96,0.0,0.0,1.0,3.0,1
0,0,48.0,1.14,4.0,0.296,1.0,5.0,3.0,18.0,1
0,1,21.0,14.049,16.0,0.0592,1.0,25.0,5.0,378.0,0
1,1,25.0,13.4687,30.12,0.0592,1.0,22.0,4.0,86.0,0
1,1,34.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,29.0,0.0092,0.1399999999999999,0.414,0.0,0.0,1.0,1.0,0
1,1,25.0,87.8033,286.0,0.592,1.0,4.0,3.0,44.0,0
0,1,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,37.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0,31.0,87.9545,147.4,0.355,4.0,18.0,3.0,97.0,1
1,1,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,25.0,2.33,10.0,2.96,0.0,0.0,1.0,8.0,0
0,1,30.0,6.47,23.394,0.592,0.0,0.0,2.0,19.0,0
1,0,39.0,0.0552,0.7999999999999999,0.118,1.0,1.0,3.0,3.0,0
1,0,48.0,7.619999999999999,24.0,0.947,2.0,2.0,2.0,11.0,0
0,0,28.0,4.04,21.3,0.296,0.0,0.0,2.0,5.0,0
0,1,32.0,9.7,40.0,0.592,4.0,10.0,3.0,33.0,0
1,1,28.0,13.9958,38.004,0.118,1.0,5.0,3.0,64.0,0
1,0,35.0,41.7576,59.99999999999999,1.1800000000000002,0.0,0.0,2.0,48.0,0
1,0,35.0,48.7699,520.0,0.112,1.0,1.0,4.0,19.0,1
1,1,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,25.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
1,1,37.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
1,0,47.0,1.96,22.0,0.592,2.0,5.0,2.0,8.0,0
0,1,34.0,7.64,30.12,1.1800000000000002,1.0,1.0,3.0,22.0,0
0,0,36.0,6.46,6.0,0.118,0.0,0.0,2.0,72.0,1
1,0,36.0,3.92,44.0,1.1800000000000002,0.0,0.0,1.0,7.0,0
0,0,29.0,67.2209,120.0,0.0592,3.0,5.0,6.0,148.0,1
1,0,53.0,2.7,18.0,0.237,1.0,1.0,4.0,20.0,0
0,0,34.0,85.0162,180.0,0.296,2.0,8.0,3.0,64.0,0
1,1,28.0,4.51,12.999999999999998,0.0656,1.0,1.0,3.0,18.0,0
1,1,31.0,71.3688,100.0,29.5788,0.0,0.0,1.0,14.0,0
0,1,25.0,84.2174,346.0,0.118,1.0,5.0,3.0,68.0,0
0,0,31.0,48.2102,200.0,0.296,1.0,1.0,3.0,37.0,0
1,1,51.0,1.89,13.999999999999998,5.92,0.0,0.0,1.0,3.0,0
1,0,35.0,1.98,20.0,1.1800000000000002,1.0,1.0,2.0,8.0,0
1,1,25.0,16.938200000000002,22.0,0.118,1.0,5.0,3.0,83.0,0
1,1,23.0,28.3153,20.0,0.118,1.0,17.0,3.0,102.0,0
1,1,28.0,5.29,17.0,0.296,2.0,8.0,3.0,30.0,0
