Male,Single,Age,amount_3month,max_amount_3month,min_amount_3month,distinct_payment_code_3month,count_payment_code_3month,distinct_trans_group_3month,distinct_ref_no_3month,Incredible
1,1,39.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,22.0,4.38,9.8,0.296,1.0,3.0,3.0,38.0,0
1,1,20.0,0.284,1.08,0.296,0.0,0.0,2.0,9.0,0
0,1,26.0,7.91,82.0,0.0592,1.0,15.0,3.0,47.0,0
1,1,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,1,25.0,1.02,2.0,0.177,1.0,1.0,5.0,25.0,0
1,0,30.0,3.59,13.36,0.118,1.0,4.0,3.0,16.0,0
1,0,34.0,33.2861,500.0,3.9,0.0,0.0,2.0,3.0,1
1,0,29.0,8.19,13.999999999999998,0.0592,2.0,19.0,5.0,51.0,0
1,1,32.0,15.8335,89.784,0.0592,2.0,4.0,4.0,27.0,0
0,1,55.0,6.67,20.0,0.0592,2.0,14.0,4.0,37.0,0
1,0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,0,47.0,35.9117,140.0,0.903,2.0,5.0,3.0,47.0,1
0,1,37.0,137.4796,300.0,0.592,0.0,0.0,3.0,115.0,0
1,1,19.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
0,1,47.0,79.0955,600.0,2.96,0.0,0.0,1.0,4.0,0
1,1,34.0,1.42,16.599999999999998,7.1000000000000005,0.0,0.0,2.0,4.0,0
1,1,22.0,13.137199999999998,44.0,0.118,1.0,3.0,3.0,24.0,0
0,0,38.0,37.2318,119.0,1.7200000000000002,0.0,0.0,2.0,18.0,0
0,0,34.0,10.6191,30.0,0.118,1.0,2.0,3.0,31.0,0
0,1,28.0,18.0322,75.0,0.118,1.0,1.0,4.0,22.0,0
0,0,30.0,0.665,6.4,0.118,3.0,11.0,3.0,16.0,0
1,0,37.0,0.0103,0.1359999999999999,0.0592,0.0,0.0,2.0,2.0,1
0,0,36.0,3490.9777000000004,1700.0000000000002,0.118,3.0,9.0,3.0,366.0,1
1,0,32.0,67.3858,214.4395,0.118,1.0,3.0,4.0,35.0,0
0,1,29.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,26.0,9.29,13.6,0.0828,0.0,0.0,2.0,54.0,1
1,1,35.0,0.5259999999999999,5.4,1.77,0.0,0.0,1.0,4.0,0
0,1,38.0,2.47,10.0,0.592,0.0,0.0,1.0,9.0,0
0,0,34.0,110.039,317.0,0.308,1.0,3.0,3.0,105.0,0
1,0,39.0,4.029999999999999,12.0,0.592,1.0,3.0,2.0,11.0,1
1,1,21.0,0.0526,0.7999999999999999,2.37,0.0,0.0,1.0,1.0,0
0,1,28.0,26.004,50.0,0.296,1.0,16.0,3.0,109.0,0
1,0,48.0,102.3526,300.0,0.592,1.0,2.0,3.0,53.0,0
0,1,25.0,68.5111,200.0,0.177,1.0,9.0,4.0,102.0,1
1,0,30.0,175.3812,598.0,0.0639,4.0,5.0,4.0,458.0,1
0,1,32.0,34.009699999999995,59.99999999999999,0.0592,0.0,0.0,3.0,31.0,0
1,0,37.0,10.4409,20.0,0.0592,1.0,9.0,4.0,27.0,0
0,1,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0,32.0,19.8148,58.0,0.71,1.0,1.0,3.0,42.0,0
0,0,46.0,0.131,2.0,5.92,0.0,0.0,2.0,2.0,0
1,1,20.0,0.125,1.0,0.296,0.0,0.0,1.0,4.0,0
0,1,32.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0
0,0,30.0,22.8075,37.0,2.96,0.0,0.0,2.0,23.0,0
0,1,40.0,1.0699999999999998,12.4664,11.2104,1.0,2.0,2.0,4.0,0
1,0,52.0,56.2717,480.0,0.0609,2.0,4.0,4.0,34.0,0
0,1,34.0,24.5089,171.2646,0.296,1.0,4.0,4.0,18.0,0
0,0,29.0,2.31,10.0,0.592,0.0,0.0,2.0,11.0,0
1,1,40.0,3.25,16.0,0.296,1.0,6.0,2.0,10.0,0
1,0,35.0,42.343,181.6849,0.296,0.0,0.0,4.0,26.0,0
1,0,35.0,279.21,111.0,0.118,1.0,1.0,4.0,335.0,1
1,1,43.0,0.0368,0.1999999999999999,0.0592,1.0,1.0,2.0,5.0,0
1,0,47.0,197.2458,3000.0,8873.6394,0.0,0.0,1.0,1.0,1
1,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,0,38.0,74.3485,390.0,0.592,0.0,0.0,2.0,25.0,1
0,0,42.0,491.6593,600.0,0.118,2.0,31.0,3.0,121.0,1
0,0,60.0,826.2228,600.0,0.296,3.0,15.0,3.0,141.0,0
1,1,30.0,1.32,20.0,0.118,1.0,2.0,1.0,3.0,1
1,1,25.0,7.01,34.0,0.225,1.0,2.0,3.0,48.0,0
1,0,52.0,0.191,2.0,0.118,1.0,8.0,2.0,9.0,1
0,1,49.0,184.1097,600.0,0.592,0.0,0.0,2.0,29.0,0
1,1,32.0,0.00131,0.02,0.0592,1.0,1.0,2.0,2.0,0
1,1,29.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,0,39.0,9.41,59.99999999999999,0.296,2.0,4.0,2.0,9.0,0
1,1,44.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,17.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,37.0,0.113,1.42,0.296,1.0,1.0,3.0,3.0,0
0,0,48.0,28.1399,402.0,0.0592,2.0,8.0,3.0,20.0,0
1,0,34.0,26.8166,38.6,0.296,2.0,13.0,3.0,106.0,0
0,1,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,27.0,1.28,4.0,1.01,0.0,0.0,1.0,10.0,0
0,0,36.0,64.69,100.0,1.1800000000000002,1.0,1.0,3.0,69.0,1
1,1,25.0,211.5461,269.40000000000003,0.296,1.0,1.0,3.0,59.0,0
1,0,51.0,6.04,20.0,0.296,1.0,2.0,4.0,26.0,0
1,1,53.0,0.0318,0.483,1.43,1.0,1.0,1.0,1.0,1
1,1,26.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,1,20.0,0.0942,1.06,0.118,0.0,0.0,1.0,4.0,0
1,1,29.0,0.092,1.0,1.1800000000000002,1.0,1.0,3.0,3.0,0
1,0,41.0,16.3239,72.0,1.1800000000000002,0.0,0.0,3.0,15.0,0
1,1,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0,33.0,13.393,203.7,602.5201,0.0,0.0,1.0,1.0,0
0,1,33.0,11.7625,22.0,0.296,2.0,8.0,3.0,45.0,0
1,1,22.0,1.6900000000000002,3.0,0.0592,1.0,5.0,2.0,23.0,0
1,0,29.0,10.2265,45.78,0.473,1.0,3.0,3.0,45.0,0
1,1,25.0,1.95,4.4,0.0592,0.0,0.0,1.0,25.0,0
1,0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,0,29.0,286.1554,400.0,0.0592,0.0,0.0,2.0,353.0,0
1,0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,0,42.0,4.5200000000000005,22.0,0.296,1.0,8.0,2.0,13.0,0
1,1,17.0,2.43,20.0,0.0592,1.0,11.0,3.0,20.0,0
1,0,31.0,2.15,11.0,0.0592,1.0,9.0,3.0,16.0,1
1,0,34.0,454.8906,600.0,0.296,0.0,0.0,3.0,90.0,1
0,1,37.0,4.45,16.2,0.771,1.0,2.0,2.0,29.0,0
1,0,29.0,0.0124,0.188,0.556,0.0,0.0,2.0,2.0,0
1,0,36.0,16.3911,20.0,0.592,1.0,9.0,3.0,49.0,0
0,1,21.0,0.0671,1.0,0.0592,1.0,1.0,2.0,2.0,0
1,1,39.0,0.408,2.0,0.296,1.0,2.0,3.0,13.0,0
1,1,21.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
0,1,26.0,17.265800000000002,31.69,0.0651,3.0,10.0,5.0,116.0,1
1,1,30.0,9.89,120.0,0.296,2.0,4.0,3.0,16.0,0
1,0,41.0,18.7745,23.0,1.48,0.0,0.0,2.0,36.0,0
1,1,48.0,0.00394,0.06,0.177,1.0,1.0,2.0,3.0,0
0,0,31.0,7.830000000000001,59.99999999999999,0.237,0.0,0.0,4.0,19.0,0
0,0,38.0,0.0392,0.1999999999999999,0.586,1.0,1.0,2.0,3.0,0
0,0,39.0,158.84029999999998,200.0,0.296,3.0,18.0,3.0,144.0,1
1,1,32.0,7.77,80.0,0.592,1.0,8.0,2.0,15.0,0
0,1,27.0,39.0113,80.0,0.0946,1.0,22.0,4.0,94.0,1
0,0,32.0,41.5488,120.3771,0.0592,2.0,5.0,4.0,58.0,1
1,0,42.0,1.17,10.0,0.296,1.0,14.0,2.0,17.0,0
1,0,27.0,1.2,13.02,6.1,0.0,0.0,2.0,5.0,0
0,0,32.0,7.82,12.4,0.118,0.0,0.0,3.0,82.0,0
0,1,25.0,6.69,41.2,0.651,0.0,0.0,1.0,27.0,0
1,1,24.0,7.669999999999999,59.99999999999999,17.747300000000003,0.0,0.0,1.0,3.0,0
1,1,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,24.0,3.67,10.076,0.0592,1.0,12.0,3.0,38.0,0
1,0,29.0,33.2681,100.0,0.296,1.0,6.0,3.0,40.0,0
1,1,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0,28.0,0.0197,0.1999999999999999,0.296,1.0,2.0,1.0,2.0,0
1,0,44.0,10.9658,80.42,0.296,2.0,6.0,3.0,16.0,0
1,0,47.0,12.8655,20.1734,0.148,1.0,1.0,4.0,96.0,1
0,0,33.0,147.30360000000002,600.0,1.17,0.0,0.0,3.0,32.0,0
0,0,32.0,2.23,20.0,1.1800000000000002,0.0,0.0,1.0,5.0,0
1,0,44.0,13.1629,200.0,0.118,1.0,3.0,2.0,4.0,1
0,0,36.0,2.16,32.0,2.63,0.0,0.0,2.0,3.0,0
1,1,49.0,1.76,24.0,8.05,0.0,0.0,2.0,3.0,0
1,0,48.0,53.0065,320.6,2.96,0.0,0.0,1.0,8.0,0
1,0,35.0,0.459,4.0,1.36,0.0,0.0,2.0,4.0,1
0,1,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,22.0,1.16,10.0,0.71,0.0,0.0,3.0,11.0,0
0,0,26.0,70.63380000000001,51.99999999999999,0.414,0.0,0.0,2.0,70.0,0
1,1,32.0,1.7200000000000002,5.8,0.177,3.0,4.0,3.0,18.0,0
1,0,38.0,9.33,46.0,1.48,0.0,0.0,2.0,17.0,0
1,0,43.0,9.34,36.0,0.296,2.0,11.0,2.0,30.0,0
0,1,26.0,0.0130999999999999,0.0999999999999999,0.296,0.0,0.0,1.0,2.0,0
1,0,48.0,0.0329,0.1999999999999999,0.177,1.0,6.0,1.0,6.0,0
0,1,33.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,18.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
0,0,36.0,60.9548,200.0,0.317,4.0,6.0,5.0,55.0,1
1,0,54.0,262.4754,400.0,0.296,1.0,9.0,3.0,147.0,0
1,1,23.0,0.183,2.0,0.118,1.0,6.0,3.0,10.0,0
1,1,45.0,2.39,24.0,1.1800000000000002,0.0,0.0,2.0,7.0,1
1,0,39.0,9.29,43.8,0.177,1.0,5.0,3.0,22.0,1
1,1,32.0,24.4464,70.0,0.296,2.0,6.0,3.0,50.0,1
0,0,28.0,2.01,10.0,0.0592,1.0,21.0,5.0,31.0,0
1,0,38.0,1.27,10.0,0.118,1.0,5.0,2.0,12.0,0
1,1,32.0,2.37,36.0,106.48369999999998,0.0,0.0,1.0,1.0,0
1,1,49.0,4.720000000000001,35.2,0.296,1.0,1.0,2.0,33.0,0
0,0,31.0,1099.4151000000002,665.4696,2.96,0.0,0.0,2.0,64.0,0
0,1,27.0,0.00394,0.04,0.0592,1.0,2.0,2.0,3.0,0
0,1,24.0,35.7692,104.5045,0.071,1.0,1.0,3.0,54.0,0
1,0,34.0,0.632,5.4,1.77,0.0,0.0,3.0,4.0,0
0,0,31.0,29.5103,30.0,0.296,1.0,4.0,2.0,119.0,0
1,0,30.0,1.84,20.0,23.663,0.0,0.0,1.0,2.0,0
0,0,45.0,1.42,8.0,0.262,3.0,10.0,2.0,13.0,0
1,0,29.0,1.88,6.0,0.177,1.0,1.0,3.0,13.0,1
1,1,26.0,0.819,3.75,0.118,0.0,0.0,2.0,15.0,0
1,1,25.0,15.9106,100.0,0.0592,2.0,9.0,4.0,42.0,0
0,0,30.0,3.81,7.08,0.296,4.0,11.0,3.0,34.0,0
1,1,33.0,1194.2285,557.604,0.284,0.0,0.0,2.0,151.0,0
1,1,37.0,24.519500000000004,110.0,0.592,2.0,3.0,3.0,42.0,0
1,0,52.0,0.995,4.0,0.296,1.0,5.0,2.0,10.0,1
0,0,34.0,19.8857,44.0,1.1800000000000002,0.0,0.0,2.0,35.0,0
1,1,33.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,0,39.0,1.91,26.0,0.3249999999999999,2.0,4.0,2.0,7.0,0
0,0,47.0,22.9284,100.0,0.296,3.0,12.0,2.0,39.0,0
0,1,48.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,28.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
1,1,28.0,28.6098,114.0,0.296,1.0,1.0,3.0,42.0,0
1,0,36.0,0.118,1.0,0.296,1.0,1.0,3.0,5.0,0
1,1,24.0,2.98,8.0,0.592,0.0,0.0,1.0,29.0,0
1,0,33.0,149.2785,1206.1,0.0592,4.0,9.0,3.0,82.0,1
1,1,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
1,0,27.0,4.34,10.0,0.177,1.0,6.0,3.0,28.0,0
1,1,52.0,526.2648,680.0,8.870000000000001,0.0,0.0,2.0,48.0,1
1,1,33.0,0.788,11.2,0.5499999999999999,0.0,0.0,1.0,3.0,0
1,0,33.0,11.1819,36.0,0.118,1.0,11.0,3.0,35.0,0
0,0,58.0,0.175,2.0,0.177,1.0,6.0,2.0,8.0,0
1,1,32.0,68.04429999999999,646.0,0.0592,1.0,2.0,3.0,23.0,0
1,0,28.0,8.440000000000001,26.0,0.207,0.0,0.0,2.0,24.0,0
0,1,27.0,49.436800000000005,116.0,0.0592,1.0,2.0,4.0,79.0,1
0,1,31.0,81.3658,600.0,0.296,1.0,5.0,4.0,32.0,0
1,0,26.0,9.12,50.0,1.1800000000000002,2.0,3.0,3.0,16.0,1
1,0,50.0,3.83,30.0,0.118,1.0,5.0,3.0,19.0,1
1,1,21.0,0.3329999999999999,2.26,0.0592,1.0,3.0,2.0,7.0,0
0,1,26.0,19.1973,50.0,0.296,0.0,0.0,2.0,34.0,1
0,1,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,0,35.0,12.2864,70.06,0.118,1.0,9.0,3.0,42.0,0
1,0,40.0,1.04,6.0,0.296,1.0,5.0,3.0,12.0,1
0,1,26.0,4.56,6.0,0.296,1.0,4.0,5.0,43.0,0
0,1,16.0,0.118,0.61,0.0592,1.0,2.0,2.0,10.0,0
1,1,23.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
1,0,29.0,2.02,10.0,0.0118,1.0,4.0,4.0,30.0,1
1,0,32.0,7.14,50.0,0.592,1.0,1.0,2.0,11.0,0
1,0,27.0,1.22,9.0,0.177,1.0,5.0,2.0,13.0,0
0,0,28.0,4.35,18.0,0.177,0.0,0.0,1.0,28.0,0
1,1,20.0,0.00394,0.06,0.177,1.0,1.0,2.0,5.0,0
0,1,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1,0,30.0,16.805300000000003,164.0,2.96,0.0,0.0,2.0,14.0,0
1,0,34.0,6.160000000000001,40.0,0.0592,1.0,19.0,3.0,32.0,0
0,0,41.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
0,0,29.0,1133.094,360.72,1.48,0.0,0.0,1.0,553.0,0
1,1,18.0,0.5579999999999999,2.0,0.0592,1.0,4.0,3.0,28.0,0
1,1,41.0,9.96,36.0,0.296,1.0,5.0,3.0,41.0,0
1,0,26.0,0.2719999999999999,2.0,0.118,1.0,4.0,3.0,8.0,0
1,0,29.0,61.3199,200.0,0.592,1.0,8.0,3.0,70.0,0
1,1,18.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0
0,0,28.0,9.1,40.0,0.148,3.0,6.0,3.0,29.0,0
0,0,47.0,7.720000000000001,62.0,0.592,1.0,1.0,3.0,18.0,0
0,1,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
1,1,49.0,1.7,15.2,0.592,1.0,1.0,3.0,13.0,0
0,0,60.0,3.3800000000000003,12.0,0.296,1.0,8.0,2.0,14.0,0
1,1,29.0,15.1932,130.0,0.118,1.0,9.0,3.0,40.0,0
1,1,29.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,30.0,0.118,1.0,0.592,1.0,1.0,2.0,3.0,1
1,1,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,29.0,7.779999999999999,55.7,5.92,0.0,0.0,1.0,7.0,0
1,1,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
1,1,27.0,0.0130999999999999,0.1999999999999999,0.592,0.0,0.0,1.0,1.0,0
0,0,35.0,70.50840000000001,1072.3945,3172.0141,0.0,0.0,2.0,2.0,0
0,0,74.0,9.72,33.5,5.92,0.0,0.0,2.0,15.0,0
1,0,38.0,2.22,30.8,0.244,2.0,5.0,3.0,10.0,0
1,0,30.0,21.9503,20.0,0.118,1.0,8.0,3.0,104.0,1
0,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0
0,0,47.0,11.0063,59.99999999999999,0.592,0.0,0.0,1.0,9.0,0
1,1,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,1,28.0,4.42,12.392,0.118,2.0,6.0,4.0,31.0,0
0,1,20.0,0.2749999999999999,1.13,0.302,0.0,0.0,2.0,8.0,0
1,1,27.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
0,1,24.0,1.5,17.4,0.0592,1.0,3.0,2.0,6.0,0
0,0,25.0,0.984,3.69,0.118,1.0,6.0,3.0,16.0,0
1,0,32.0,2.5700000000000003,8.0,0.296,1.0,5.0,3.0,21.0,1
1,0,38.0,0.394,2.0,5.92,0.0,0.0,1.0,3.0,1
0,0,40.0,1.2,3.1300000000000003,0.177,1.0,12.0,3.0,24.0,1
1,0,26.0,0.0726,0.513,0.12,2.0,6.0,2.0,8.0,0
0,0,35.0,1.31,5.0,1.89,0.0,0.0,2.0,12.0,0
0,0,42.0,560.3243,640.0,0.592,0.0,0.0,2.0,173.0,1
1,0,34.0,139.85580000000002,580.0,0.296,3.0,12.0,4.0,62.0,1
1,1,46.0,0.353,4.0,0.0592,2.0,9.0,3.0,11.0,0
1,0,51.0,68.7948,124.0,0.237,0.0,0.0,2.0,34.0,1
1,1,26.0,2.01,20.0,0.0592,3.0,14.0,2.0,18.0,1
1,1,48.0,5.96,40.0,0.0592,1.0,21.0,2.0,30.0,0
1,0,31.0,0.125,1.8,0.296,0.0,0.0,3.0,4.0,0
1,1,22.0,2.3200000000000003,6.0,0.118,0.0,0.0,2.0,20.0,0
1,0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,24.0,23.4975,82.0,0.118,1.0,8.0,4.0,46.0,0
0,0,32.0,1.17,16.4,1.1800000000000002,0.0,0.0,1.0,3.0,0
1,0,30.0,0.0130999999999999,0.1999999999999999,0.592,1.0,1.0,1.0,1.0,1
1,1,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,0,44.0,45.8968,202.198,0.237,1.0,2.0,3.0,18.0,0
1,0,32.0,12.4454,20.0,0.0592,1.0,18.0,3.0,70.0,0
1,1,21.0,0.00394,0.06,0.177,1.0,1.0,2.0,2.0,0
1,0,37.0,402.3522,862.4033,0.0887,4.0,10.0,5.0,93.0,1
1,0,40.0,408.0357,600.0,94.6522,0.0,0.0,2.0,22.0,0
0,1,30.0,27.7411,59.99999999999999,0.296,2.0,4.0,3.0,48.0,0
1,0,30.0,2.22,10.0,2.96,0.0,0.0,1.0,8.0,0
0,0,41.0,122.1855,312.0,0.118,2.0,3.0,4.0,52.0,0
1,0,36.0,3.5,8.0,1.06,0.0,0.0,2.0,22.0,0
1,1,25.0,0.331,4.0,0.296,2.0,5.0,2.0,6.0,0
0,0,27.0,11.3174,126.0,0.118,1.0,14.0,4.0,38.0,1
1,0,34.0,1.12,6.0,1.06,0.0,0.0,1.0,10.0,0
0,0,35.0,13.2108,108.4,0.105,2.0,2.0,3.0,58.0,0
1,0,32.0,22.4987,48.0,0.177,5.0,11.0,6.0,111.0,1
1,0,32.0,1.39,3.0,0.296,1.0,4.0,3.0,21.0,0
1,0,44.0,67.4705,59.99999999999999,0.177,1.0,43.0,3.0,138.0,0
1,0,26.0,140.2528,131.0,0.3249999999999999,1.0,1.0,4.0,155.0,1
0,0,34.0,11.3582,40.0,0.177,1.0,5.0,3.0,27.0,0
1,0,46.0,58.1354,260.0,0.296,1.0,3.0,4.0,20.0,0
1,1,48.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0,49.0,0.604,9.19,27.188800000000004,0.0,0.0,1.0,1.0,0
1,1,19.0,0.416,5.0,0.0592,1.0,2.0,3.0,11.0,0
1,1,18.0,0.0526,0.7999999999999999,2.37,0.0,0.0,2.0,2.0,0
0,1,28.0,65.201,214.7261,0.296,2.0,2.0,4.0,29.0,0
1,0,48.0,74.1818,316.0,1.77,2.0,6.0,3.0,37.0,1
0,0,28.0,187.2382,600.0,0.414,1.0,5.0,4.0,99.0,0
0,1,19.0,0.926,11.8,0.8579999999999999,0.0,0.0,1.0,5.0,0
1,0,38.0,0.653,1.39,0.296,2.0,9.0,4.0,20.0,0
1,0,37.0,88.0933,588.0,0.0655,2.0,5.0,3.0,17.0,0
1,0,36.0,2.07,10.0,0.296,1.0,7.0,2.0,10.0,0
1,1,27.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,35.0,3.81,16.0,0.296,1.0,2.0,4.0,20.0,0
1,0,26.0,10.9934,22.0,0.0592,1.0,12.0,4.0,57.0,1
0,1,18.0,0.00394,0.06,0.177,1.0,1.0,2.0,3.0,0
1,1,17.0,0.8280000000000001,4.2,0.118,1.0,3.0,2.0,9.0,0
0,0,52.0,97.8741,600.0,13.6417,0.0,0.0,1.0,5.0,0
0,0,42.0,1.93,12.999999999999998,0.0592,0.0,0.0,1.0,4.0,1
1,1,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,0,29.0,216.4147,428.4329,0.0592,3.0,7.0,2.0,71.0,1
1,1,32.0,0.693,5.199999999999999,1.01,0.0,0.0,1.0,3.0,1
1,0,45.0,7.64,40.0,0.296,1.0,14.0,2.0,23.0,1
1,1,26.0,4.33,10.0,0.0592,1.0,11.0,3.0,36.0,0
1,0,29.0,1.51,5.58,0.592,0.0,0.0,3.0,20.0,0
1,0,35.0,21.4519,140.0,0.167,4.0,12.0,2.0,48.0,0
1,0,45.0,30.7414,200.0,0.296,1.0,7.0,3.0,35.0,0
1,1,44.0,9.96,24.0,0.118,2.0,4.0,3.0,22.0,0
1,1,25.0,44.9672,322.8,0.296,1.0,3.0,3.0,31.0,0
1,1,23.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,29.0,1.38,7.2,0.296,1.0,5.0,3.0,17.0,0
1,1,29.0,2.39,18.0,5.92,0.0,0.0,1.0,5.0,0
0,1,31.0,34.4844,120.0,0.592,3.0,5.0,2.0,51.0,0
0,0,37.0,102.7558,100.0,1.49,0.0,0.0,2.0,82.0,0
1,0,32.0,1.19,6.0,0.0592,1.0,10.0,3.0,22.0,0
1,0,39.0,5.29,20.0,0.592,1.0,5.0,3.0,18.0,1
1,0,45.0,37.317,100.0,1.36,2.0,10.0,3.0,49.0,0
1,0,31.0,3.26,16.0,0.0592,1.0,20.0,3.0,111.0,0
0,0,31.0,77.04549999999999,500.0,17.4515,0.0,0.0,1.0,23.0,0
1,1,34.0,10.5974,21.7,0.118,1.0,9.0,5.0,40.0,0
1,0,37.0,11.8453,16.0,0.0592,1.0,10.0,2.0,47.0,0
1,1,21.0,0.0118,0.0999999999999999,0.0592,1.0,3.0,2.0,4.0,0
1,0,47.0,5.83,18.0,0.177,3.0,10.0,2.0,40.0,1
0,1,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,1,17.0,0.0130999999999999,0.0999999999999999,0.0592,1.0,3.0,2.0,4.0,0
1,0,36.0,5.15,18.362,0.296,2.0,3.0,2.0,15.0,1
1,0,40.0,156.8583,389.0,0.0931,2.0,6.0,4.0,43.0,1
1,0,34.0,67.274,110.0,0.0592,0.0,0.0,2.0,71.0,1
1,0,44.0,22.326,100.0,0.177,3.0,20.0,3.0,35.0,0
0,0,45.0,129.1302,1000.0,2851.3961,0.0,0.0,1.0,2.0,0
0,0,27.0,2.26,17.2,1.0699999999999998,0.0,0.0,3.0,8.0,1
0,1,42.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1,1,17.0,0.00394,0.02,0.0592,1.0,3.0,2.0,4.0,0
1,1,30.0,0.302,2.0,1.77,0.0,0.0,2.0,4.0,0
1,1,30.0,1209.3187,600.0,0.592,0.0,0.0,2.0,75.0,0
1,1,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,36.0,73.665,340.0,0.592,1.0,3.0,3.0,79.0,1
0,1,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,29.0,73.0072,332.0,11.2399,0.0,0.0,2.0,13.0,0
0,0,37.0,2.5700000000000003,13.999999999999998,1.1800000000000002,1.0,2.0,3.0,9.0,0
0,0,51.0,127.7267,580.0,5.92,0.0,0.0,4.0,27.0,0
0,1,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,1,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,25.0,145.6616,472.19,0.0592,1.0,3.0,4.0,118.0,1
1,0,41.0,0.331,3.6,0.118,1.0,6.0,2.0,8.0,0
0,1,29.0,12.5986,14.078,0.296,0.0,0.0,2.0,44.0,0
1,1,20.0,0.6669999999999999,1.0,0.0592,1.0,25.0,4.0,73.0,0
1,1,33.0,1.6900000000000002,10.0,2.13,0.0,0.0,2.0,12.0,0
0,0,31.0,14.192100000000002,110.0,0.177,2.0,4.0,3.0,11.0,0
1,1,27.0,61.7214,314.228,2.13,0.0,0.0,2.0,18.0,0
1,0,38.0,0.8610000000000001,6.0,0.296,1.0,1.0,2.0,4.0,0
1,0,34.0,33.4709,100.0,0.177,1.0,4.0,2.0,104.0,1
1,1,21.0,1.19,18.0,0.0592,1.0,2.0,3.0,8.0,0
1,0,32.0,6.18,40.0,0.0592,1.0,15.0,2.0,27.0,0
1,0,34.0,23.937,99.0,0.118,2.0,20.0,3.0,48.0,0
1,1,39.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1,1,25.0,3.45,6.8,0.473,0.0,0.0,3.0,31.0,0
0,0,45.0,73.02,600.0,1.76,0.0,0.0,1.0,7.0,0
1,0,30.0,24.5847,100.0,0.118,1.0,7.0,3.0,20.0,0
0,1,37.0,9.83,20.0,0.118,1.0,5.0,3.0,27.0,0
